TEXT,Label
"This dog is too human @ Madison, Wisconsin
",1
"lol can’t lie, i kinda feel like i snapped on my homies track @user hireztherapper go…
",3
"Lunching with the one and only @user today. Grilled cheese, tomato soup and all things .…
",2
"Cobbler Clouds is !!! @ Skookum Brewery
",3
"@user My Fav @ Starbucks
",3
"My ️Dad ️ And The Furbabies #theylovehim #bonded #AnIncredibleMan @ East Stroudsburg,…
",4
"Regular way, since I know people wanna turn their phone around with the other one. #sandiego…
",1
"Throw back to my blonde hair! #model #hair #guyshair #guyswithcoolhair #guyswithstyle…
",3
"thanks for loving me so much @ Wendell Falls by Newland Communities
",4
"Kohlrabi compressed with linden leaf oil and linden flower vinegar. : @user @ Aska
",2
"Today is the day! Nolan's first birthday party ️. I don't know whether to laugh or cry, so…
",4
"Time stops when I'm with you @ Rockefeller Center
",4
"View from dinner with jeremydaldal @ Cantina Marina
",0
"real fav sig ep ️ @ The University of Alabama
",4
"Getting ready! Come see me! #candles @ Miccosukee Land Coop Community Center
",4
"happy birthday to man i promise ill always take care of you and bring more life to you everyday!…
",4
"""@WorldStarFunny: Too soon way too soon
",1
"Blahahaha just got called a noob by a bunch of little kids trying to do the Crota raid lmao
",1
"Just met Auntie Jenifer!!!! She is exactly how you'd expect she'd be @ Strand Book Store
",4
"Sushi with @user to get me through the rest of the week ️ #sushi #foodbae #deathvalley…
",4
"I always love a pop of red ️ we should have had ET in the picture sherrielbloomfield #halloween…
",4
"️ when you've found the cave. .#oregon #oregoncoast #pnw #ocean #beach #capelookout #cave…
",4
"Art : @user @ Galveston Island
",2
"Happy birthday, I love you @ Winona Lake, Indiana
",4
"I just saw 8 year old boy teaching his spanish mom how to say ""this"" and ""these"" in English, I've never seen anything so patient before.
",4
"On a date w 2 of my 3 beautiful sisters @user @user #lafamila #thelegacycontinues…
",0
"My girls look soooo beautiful #mygirls #homecoming #libertyunion @user
",0
"Only at a New Direction Picnic will you see this! @ Olive Branch Parks and Recreation
",1
"miami... see you tonight #newcombo @user @ Focal Point Dance Studios
",3
"Had a great shoot with gramlesstrevorjones yesterday. Here's one of my favorites. #potd …
",2
"#weekendvibes #iphone8plus photo cred @user ...#therapyteammurphy #buffintraining…
",2
"@user ft @user - Dile @ Norwalk, Connecticut
",3
"A lil bridal inspo for your Saturday night....we absolutely love this unique look.... #Repost…
",0
"I just can't stand it #barebonesbarktiquemascots #fosterestus @ Bare Bones BARKtique
",0
"shout out to all my former clients out there, and ex coworkers.…
",1
"Rolling around Buffalo in this red beauty #MG #buffalo @ Duff's Famous…
",0
"Y'all ain't ready for this new // #Repost @user with repostapp.・・・On That LosXL x…
",3
"@user please tell me what color green is on your lid in your snaps
",0
"Princess gets what she wants @ Long Island, NY
",1
"pencilorg #pencilgala16 #pencilgala2016 Memories and Experiences to last. #payitforward @user
",4
"exhausted Friday... @ Planet Granite Sunnyvale
",1
"Manz not hot .... on the real it’s -6 and snowing! I was freezing! I wanted to be hot @ Times…
",1
"24k Magic night with @user at @user @ BB&amp;T Center
",3
"Like father, Like son! ️ @ Lighthouse Cove Adventure Golf
",4
"Who put it now on iTunes, Spotify and all that good shit. Go fuck with that ! @ Downtown…
",4
"️ my life and LA!!Amazing night with my besties!#eat #follow #fitness#eatclean #life #live…
",4
"That Dwayne &amp; Whitley love ️ ️ ️ #itsadifferentworld #thatlooktho @ Phoenix, Arizona
",4
"I'm dying at this because I remember all the times I got into an altercation behind the…
",1
"It's beginning to look a lot like Xmas.. #Newbee #Apple #Elyx @ Pernod Ricard USA HQ
",0
"Date night ️ ️ (at @user in New York, NY)
",4
"This #city though #chicago #skyline #westside #logansquare #condo #rooftop #view #realestate…
",0
"The only dull moments of my life are candlelitlet the #romance begin #nola #neworleans #nawlins…
",4
"#Repost @user with repostapp.・・・FINAL: nygiants WIN! #NYGvsTB : Brian…
",2
"Marumsco Acre Lake Park.
",4
"Thank you Gary Patrick Salon! #gps #weekend #fun ️ @ Gary Patrick Salon Fan Page
",4
"he's my cheerleader @ Columbus State University
",4
"Introducing the Pokénut! Gotta catch em while supplies last! Limited run TOMORROW! Chocolate…
",3
"Dinner with my coworkers they geeking @ Louisville, Kentucky
",1
"#mass then #breakfasttime # ️ #seventhirtymass @ Joe's Family Restaurant
",4
"Had the best time exploring the Greenhouse and seeing all of the pretty flowers! Nothing…
",4
"Cute little balcony right off the Master #weichertrealestate #weichert #weichertrealtors…
",0
"Last night was amazing @ Playhouse Square
",4
"She's married!!! I LVE you, my dear. #mrandmrssiedow #happyweddingday…
",4
"YouTube search moedirdee “dam-o-vision 7 “ #la #brealtv #ydbid @user ydbid313 @user
",1
"Priceless! @ Mesker Park Zoo &amp; Botanic Garden
",1
"Sundays @ New York, New York
",4
"Babes @ Cleveland, Ohio
",4
"By far the coolest lighter I've ever used... Telsa @ Welch, West Virginia
",3
"Choking chickens this morning @ Delia's Chicken Sausage Stand- Westside
",1
"My first ever #gymselfie . 2 weeks back into a full workout regimen and rehab-ing my knee and…
",1
"Amazing results @ New York - New York Hotel &amp; Casino Las Vegas
",0
"Ed concert was amazing last night be on the lookout for another post with some videos from the…
",0
"Everybody's a winner!!!! #sangennaro #littleitaly #i ️ny #sangennarofeast #newyorkcity…
",4
"I have stacks of sick shots still from @user , so... enjoy! :DThis from @user @user
",2
"#Wcw gotta be a throwback to @user #worshipme #Lizzo #thaliahall #redbullsoundselect…
",0
"#TBT My I love her to death Glad That I Can Be Apart Of Her Life In A Major Way My Lil Fat…
",4
"Sass Toma !!!! #ZeroFucksGiven #TGIF #Toma @ Comfort, Texas
",1
"My girls in Vegas #starstakeoverCA @ Las Vegas Sign
",0
"@ Rouge, Toronto
",1
"THE BOYS : @user @ White River Amphitheatre
",2
"Voxx's girls @ chicken lunch. #gossipgirls #friends #love @user
",4
"Everything still feels so surreal @ The High Line
",3
"•We got each other's back• much love for you little @ Athens…
",4
"@user @user #motherdaughter outing ️ @ The Museum of Fine Arts, Houston
",4
"Love this man of mine. Perfect ending to an awesome weekend. ️ @user
",4
"Beef Shish &amp; Chicken Shish. Dana ve Tavuk Cop Sis ️ @ AGORA Kitchen
",4
"Big ol plate of bacon... I ️Nashville! Thanks @user #summertrianglepottery…
",4
"Happy 50th Birthday to to this cutie! #loveofmylife #bestmomever…
",4
"Working on getting this #camaro #lit @user #chevy #chevycamaro #neon #teamlivebadass…
",3
"The best teachers are lifelong students. ️ #XtendBarre #XtendBarreHuntsville @ Xtend Barre…
",4
"part 2 @ Raddison - Camp Hill
",3
"Aren't they gorgeous?!? @user #shotshow2016 #handguards @ SHOT Show
",0
"When u're SINGLE again and back in the MARKET @ Twin Cities Dinner Date
",1
"Sunday Morning Meeting - Holiday Review @ Clarksville, Indiana
",0
"COME ON MSS BRENDAAAA !!!! #CARAMALYAMS #MACANDCHEESE #COLLARSGREENS #FRIEDCHICKEN…
",0
"For your entertainment, I present to you my very musically inclined children Note: Please…
",1
"2017.Central Park ️...#centralpark #newyork #nyc #newyorkcity #Usa #landscapephotography…
",4
"Omg #theseguys @ Recovery Sports Grill Amsterdam
",1
"Have I ever mentioned how much I hate shopping? It's just make-up people!! All for my…
",1
"I am loving Boulder! Walked around this pretty town, fall air &amp; street fair. Feeling fine &amp;…
",4
"Went outside around 10:21, at home, and around 10:22, we saw the International Space Station fly over from SE to NE Very Cool!!! #ISS
",4
"Beautiful Laci @ Monroe, Louisiana
",4
"@user SNAPPED Bruh being real don't cost you a penny! #FamGoon #FAMERICA…
",3
"Happy international Coffee Day!!! The best drink/drug ever lol #starbucks #coffeetime…
",1
"Butterfly obsessed #butterfly #dragonfly #patch #patches #patchgame #patchgamestrong #jeans…
",0
"Speeding down Lake Austin with mallinsona xuan.yong rivers.yong &amp; Jinbaoyong we miss you all! ️…
",4
"@user avi is too legit
",3
"@ Anastasia Beach, St. Augustine, FL
",0
"I can't even take singing serious, what it wrong wifff me @user
",1
"chef_thiago forever has my heart with this dessert #sexonaplate #hitme #catchnyc #foodporn…
",4
"@ Gooseberry Falls State Park
",0
"Like I went to Bahamas! Thanks @user @ Meliá Orlando Suite…
",0
"2 days later we saw BAAO again ️ Joel killed it @user @user @user
",4
"#washingtondc #trevornoah @user #resistance @ The John F. Kennedy Center for the…
",1
"I hope your #Monday was #picture perfect! #maternalchildconnections skyejohansenphotography @user
",2
"Mys @ Lollapalooza 2016
",4
"The best of the best. We missed regkim123 einlanzerzx pusheenonthemove laurahahuang @ The…
",4
"Bring #143is to The Palladium. @ Echoplex
",1
"Sometimes you just need peace and quiet from your everyday life. Coffee and a book are my escape…
",4
"These Nigga's I grew up around is the whole reason I'm still single ..
",1
"Shop bras &amp; bralettes now at @ Columbus, Ohio
",0
"Another view of mighty tree. ️ @ Cherokee Park
",4
"Hog's Head Fire Whiskey with Deonne! #wizardingworldofharrypotter #firewhiskey #potion #magic…
",3
"@user you're party was @ TAO Downtown
",3
"I ️Texas, and all of our amazing citizens. I didn't think I could be more proud till I saw how…
",4
"This captures her so well. #yankeeinmemphis #hollyndgram @user
",0
"Look at that sweet face! #wedding #kids #love #smile #bellingham #samsonwinery @ Samson…
",0
"#coffeecoffeecoffee #dripbrew #oldschool @ Chisholm Creek Park
",1
"New Wig New Me LOL #cheecheewitdasauce @ Atlanta, Georgia
",1
"Picking up my love (@ Erma Ora Byrd Clinical Center in Huntington, WV)
",4
"Who remember this??
",1
"What a reply by president elect Donald J Trump #donaldtrump #mikepence @ Burke, Burke, Virginia
",1
"Supreme Metal ring camp cap @user located @user #oxfordvalleymall #yeezy…
",3
"Bey said.....Girl Stop....... Photographers..... Carry on @ Barclays Center
",1
"My life, in the kitchen, surrounded by ‘vultures’ #nowiggleroom #corsosofinstagram…
",1
"Phillies Opening Day + reuniting with my big sis= @ XFINITY Live!…
",0
"2016 brought me this guy and I can't wait to see what 2017 brings us #Chrate @ Ketchum, Idaho
",4
"️ @ Dunkin Donuts
",4
"The Nutcracker @ Smith Center for the Performing Arts
",4
"Your VOTE and VOICE can change the world!! ~Lady VDub …
",4
"I can't take them anywhere always putting stuff on Snapchat…
",1
"Meet #SaintBrickulous aka St. Brick the latest edition to Gucci's…
",1
"Grab your purge masks, MURDAH is coming out tomorrow catch my latest single on hotslicerecords…
",3
"Wow @ Hollywood Beach
",1
"Breakfast on the run! On our way into #chitown #greentea #banana #larabar #yum #foodie #balance…
",4
"Birthday dinner with my mommy ️ #HappyBirthday #myoldlady @ Rusan's…
",4
"Oh I have a Hillary sticker. (@ Greg's (Our Place) in Indianapolis, IN)
",4
"DREAM... TEAM @ Millennium Park
",4
"Is it illegal to be attracted to a building? #cathyisbae @ Cathedral of Learning
",0
"@user keep your head held high!
",4
"Fayah Sunday got LIT last night #jamaicaindependence #FayahSundays Hottest #Dancehall #Soca…
",3
"Bayhouse. #happyplace #sunset @ Erin, Ontario
",0
"New toy and my first prints. Fully restored 1928-1950 Kelsey Excelsior Model M 3x5 #letterpres…
",0
"Gin &amp; tonics ️ ️ ️ (@ B Street Public House in Chico, Calif)
",4
"#wasted #brunch #birthday So wasted don't remember shit @ Ricardo Steak House
",1
"Had a great time at Hadleys party today! @ Gibson Arena - New Castle
",1
"Apple cider and soon-to-be apple crisp and costume making. Today is going to be amazing …
",0
"Speak kindly. Love gracefully. Love wholeheartedly. # @ Staunton, Virginia
",4
"Delta State Phi Mu was last night! @ Crawdad's
",3
"Here's to more love and laughter! ️ ️ ️ Thank you to everyone who have supported Rouge in 2017!…
",4
"My @user merch from today! @ Hamilton: An American Musical
",0
"#BangaAlert #Exclusive from i.kittii ""I got hoes"" #linkinherbio #tellsfriend #subscribe…
",3
"My dad is trying to fix my phone case @ Rolling Hills Estates Homes Los Ranchos Verdes
",1
"""I want you to know that I don't pretend cuz I love who I am"" @user @user
",4
"Lost in the mountains @user cristian.herreraa ( : timmy_brundidge ) @ Malibu Creek State…
",2
"The View. @ John F. Kennedy International Airport
",0
"It's Lit Early! @ Apple Bar and Grill
",1
"Racing to catch snowballs and Winston looks insane #greatdane…
",1
"Thank you GR for being so good to me ️ ️ ️ @ Grand Rapids, Michigan
",4
"A good pony and a good friend ️ #Lohikan2017 @ Camp Lohikan
",4
"️no words or hashtags can describe the quiet bond of trust between horse and rider. @ Hudson…
",4
"@user lol look at my face I look like markeita but wya ?
",1
"Thank you @user for perfectly capturing the life of my infant we love it #Cheerily @ Los…
",1
"cheesecake date with momma @ Patriot Place
",4
"#TB real talk I was dark as fuck for some reason idk why ok @ Dodger Stadium
",1
"I’m your girl, you’re my girl, we’re your girls, don’t you know that we LovE you ️#LE…
",4
"So much love for these girlies @ Texas Tech University
",0
"#amazingplace @ Disney's Magic Kingdom
",0
"Back to our regular Saturday Morning routine soulbowlz #soulbowlzgulfshores #acaibowl #mind…
",0
"Happy birthday, Swaroop ""AND SHALINI."" #brothersisterbirthday #happyyouday @ Framingham,…
",1
"#surfing #usa @user @ Camelback Lodge &amp; Indoor Waterpark
",1
"Thanks for everything happy Father's Day @ Disney's Animal Kingdom
",4
"Ok. Maybe not.
",1
"if I leave in 13 minutes I can still make it to the gym on time. #googlenow #google…
",1
"Look who came to visit me @ Rattlesnake Lake
",0
"veggie cauliflower lasagna for lunch...? I THINK YES!! @ 121 Restaurant - North Salem
",0
"He smile on my papa makes my heart happy ️ @ Harvest Wine Festival…
",4
"rhurst27 @ Lodge Lanes
",0
"Shop now! Kashmir Lux @ The Caramel Girl Collection
",3
"I guess this is what happens when it's 4am and your friend has an urge to do make up …
",1
"When family is in town, it's nice to sit around the fire @ Saugatuck, Michigan
",3
"My blue division champ #5thTimesTheCharm #gamewinner #italian…
",0
"Something new and funky for my fabulous friend Lorrie. @user
",0
"@user // thankful and grateful to have such a talented, caring, and generous friend. xoxo…
",2
"Who else do this? vmgclt vmgclt @ Viral Media Group
",1
"Waiting for his new album :) @ The Brooklyn Tabernacle
",3
"Saturdaying with Traveling Sisterhood Mosiac ️ Buddha @user @user #sisterhood…
",4
"So thankful to be with my beautiful baby prima for Thanksgiving @ City of Vista
",4
"Most annoying classmate aku ada. But thank you @ JAH ARMY
",1
"I am so happy to get to see my best friend even just for a little Tay you are going to keep…
",0
"Finally got a trio together and hung! We the art of Patrick Medrano. there.is.always.tomorro_…
",4
"Stopped by @user today and HONEY I'M NEW YEARS READY! Thank you to your lovely team…
",0
"We survived California...and Disneyland. ️ @ Disneyland Park
",4
"Took my first #skyfitclass yesterday &amp;'d it! #fitnessmotivation #Repost @user
",4
"Had fun playing with filters last night! Perfect way to past the time ️Thanks to Snapchat and…
",4
"My beautiful family @ CHS Field
",0
"For you I'd bleed myself dry.... Tonight was amazing. So glad I got to see @user with…
",4
"Double gramming because JUST LOOK AT HER #annarbor #michigan #michiganlaw @ University of…
",0
"the purpose tour will forever be in my heart ️ ️ may 5 2016 @ Barclay's Center
",4
"Had the best dinnner with the best person ️ it was so worth it. I love you so much and I'm…
",4
"She do engines and transmissions @ Cleveland, Ohio
",1
"This is Star.. she wanted to take a selfie with me. @ Kindred Spirits Sanctuary
",0
"Comment on youngphill2ill most recent post if you want him to drop this @ Keansburg, New Jersey
",3
"LA nights. #losangeles #hollywood #goodnights #citylights #nightphotography khachanov @user
",2
"Tasting time! My fave so far is #LimeyBastard glad I got a bottle to take home! @user
",1
"Incoming Listen to a snippet of another new track coming from the 418'ADE Essentials…
",3
"Of all the things to tag on #Cactus #Cactustag #Cactusgraffiti #Graffiti #RunyonCanyon #LA…
",1
"️ ️Magical Night in #MagicCity last night oakmountainamphitheatre celebrating #twentyyears with…
",4
"Much needed trip to boston. #biglittletakeboston #biglittletrip #boston #salem :…
",2
"Gracias ️ @ City of Miami Shores
",4
"️ @ The Madison
",4
"Wild flower beauty along the country roads makes for great photography. .…
",0
"#yankees @user #aaronjudge as he heads to the dugout.#bronxbombers @user
",2
"First show of tour and leave it to me to change the venue last minute! Our beloved halflounge…
",1
"Bruuuuuh.. I don't do chainz n-e more, but lawwd.. @ LSU
",0
"My inspiration, my endless happyness @ Pérez Art Museum Miami
",4
"When your on a plane and don't want to eat airplane food @user @ Los Angeles…
",1
"thats me in the back ~~~~~~~~~~~~~~~~~~~~~~~~~~~ #tbh #bored #fuckit #wakeup #text…
",1
"I love this scene !!! I just wished that I was ripped like Leônidas Spartans , what is your…
",1
"Y'all she's so sparkly!!! @ The Fillmore Charlotte
",0
"Lu would die for this Brussels Sprouts Carbonara dish from today’s cookbook photoshoot When…
",0
"“@OneRepublic: Ought. Ummmmm favorite season
",4
"Look out for this #DosSiDos the @user fam just got some of that @ Santa Rosa,…
",3
"I'm gonna miss this place . #Thailand #grandpalace #beautifulplace @ Grand Palace, Bangkok,…
",4
"LT Killinger is backkkkkk #bestfriend @ San Diego, California
",0
"Stay makin fire @ Ladera Heights, California
",3
"With my favs ️ always a good time with them!! @ TikiTabu
",4
"Open For Bookings -------------------------------------------#hrphotos #acreativevisual…
",2
"The bus has wifi @ New York, New York
",1
"A rare quiet moment with #Cali the #chocolatelabrador #puppy trust me I'm exhausted too lol @user
",1
"Chris Stapleton kicked off Intern Year...its only fitting we reunite with him this year. ️ @user
",4
"#whereisteamsmith? Karin is repping Team Smith in Bear Tooth Pass, MT! Thank you, Karin! …
",4
"When would I get to live my life like this! #adventuresofizzy @user
",1
"Ready! Let's go!!#demirandawedding @ Austin, Texas
",4
"missing my sistas and max patch sunrise adventures today @ Max…
",4
"this is real eating #215 @ Uptown
",0
"️ (@ Harry Potter and the Escape from Gringotts - @user in Orlando, FL)
",4
"when fatcurry_ Dunk on _yourfavoriteuncle_ in the hood @user fatboymikey4 slickaveli…
",1
"#WCW to this beauty @ SanFran @ Golden Gate Bridge
",0
"Enjoy all the good times. ( : @user #photography #photoshoot #model #seattle…
",2
"Bonfires with Babes. : ixiphotography #bossbabesatx #atx #austin #bonfire #retreat #outdoors @user
",2
"@user you slay! These ladies were and stuck around for a super #swealfie! See you…
",3
"Love love love all of these Sweet Faces ️ ️ ️Thank you so much @user and @user
",4
"Getting ready @ Bloomingdale's
",0
"#BankheadPriest #performinglive Get your #tickets now…
",3
"Mini vacation with my ladies #grownwomenstatus @ Antojitos -…
",4
"What an absolutely amazing concert @user I would sit through…
",0
"Formal ready feat. Allison amp0312 @ Red Lobster
",4
"Happy Birthday to a very important person in my life ️ Thank you for always being there for our…
",4
"Day 12! We're in Hogwarts #roadtrip #Hogwarts #harrypotter #universal @ The Wizarding World of…
",0
"Khiyah house meetings are my favorite! #builtafort #fortpros #khiyahsistas #housemeeting…
",4
"Old Lady's was Out TODAY !!!Funny As All Hell Yall.
",1
"Scallop dish #sagewoodfiretavern #lovetocook #foodislife ️ #foodie #foodporn #foodparadise…
",4
"#Repost boomsworld_sgbh (get_repost)・・・Concentration [Prod. By @user ] …
",3
"Happy hondos, go Zebs. @ Oklahoma State University
",4
"Megan's NHS Sponsor. Thank you, Tom Paul for all you do for our family. We you!!! @ Ledyard…
",4
"BX STAND UP!!! Debut album from artisthbtl Out Now!!!! Cop That! #highbridge #atlanticrecords…
",3
"Brothers together again!! #WelcomeHome Christian!!! We you!! #Home #Homecoming #Love…
",4
"Saturday be like... @ Chicago Shakespeare Theater
",0
"I love this #pescatarian lifestyle ️ ️ ️ @ Tasu Asian Bistro Sushi &amp; Bar - Raleigh (Brier Creek)
",4
"Falling even more in love with these two at Pow Wow ️ @ Curve Lake First Nation 35
",4
"Guitar practice @ The Huxley Weho and The Dylan Weho
",1
"Happy 2 @ The Melting Pot Restaurant - Bedford/Burlington
",4
"Welcome 2017 #nyc #newyorkcity #newyear2017 ( credit: candidcameron…
",2
"@ Disney California Adventure Park
",4
"1st and 2nd first time out, not too shabby, I love my friends @user
",4
"New Pickup #1/1 #michaeljordan @user #udexquisite #exquisite #booklet chicagobulls…
",0
"#fuoco (seal opened) Lov u ALL, lov Enoch sar ha-padimtanakh isaiah 42:2-8, book of Enoch…
",1
"Happy birthday Dad #nhlbruins @ TD Garden
",4
"""Forever Me"" #linkinbio and all other digital outlets. @ 169 Hillside
",3
"a night i won't forget @ Carrollton High School (Carrollton, Ohio)
",3
"️ em United States
",4
"#Throwback to this gorgeous #HairGoals color! Color by: Sosi of @user
",0
"i'm 19 &amp; i'm on fire @ Reno, Nevada
",3
"Day 16 of our #irma evacuation. Hoping to switch to an executive apartment today. Vivian having…
",0
"️ #Ferg #mastiff #happy @ Milton, Massachusetts
",4
"#Pomeranian #lucifer #cinderella @ East Ridge, Tennessee
",1
"First holiday stroll is here. Champagne it up with some caviar! We ️ you! #nbpt #champagne…
",4
"Ii Be Burnt @ Downtown Miami
",1
"These guys ️ @ River Run Restaurant
",4
"@ Rampage Hockey - AT&amp;T Center
",0
"Just a couple pics with my second parents . Drew and Leah have been a part of my life for five…
",1
"T's videos on YouTube
",1
"@ Just Ducky Tours
",4
"Fav picture of the day @ Charlottesville, Virginia
",4
"Our famous butter tarts #buttertarts #pecanbuttertarts #bestbuttertarts #madefromscratch…
",0
"Wearing a special hat at the derby party mikey4_s @ The Country Club of Scranton
",4
"At the Pae-Gurfield wedding ️ @ Atelier Roquette
",4
"#ivanenvail restodelmundo13 #Some park days @user vailterrainparks #vail…
",2
"@user Spring Summer 2018, #nyfwmens day 1@czaudiovisual ....#czaudiovisual…
",2
"This Commercial Tho @ Seminole, Oklahoma
",1
"I loved my prom dress... But look at that handsome man next to me …
",0
"Manolo in deep thought, contemplating whether to eat or sleep some more. Life is hard …
",1
"Elite Baseball Program - Velo day and Legs! #wemakegainswhileyouathome @ Optimal Sports…
",3
"So pretty #riverwalk #sanantonio @ San Antonio Riverwalk
",0
"Morning reward for driving Miss Hayden and Isaac to school #azskyfire @ Glendale, Arizona
",0
"HERE, HERE, jeffbezos.official #AMAZON U R A TRUE ️ ️ ️#PATRIOT! washingtonpost @ Babylon ,…
",4
"#defleppardtour2016 #lakewoodamphitheater #friendship #friendship #goodtimes @ Lakewood…
",4
"So excited for @user live tonight!! @ The Chicago Theatre
",0
"Tonight was def 1 for the books! Congrats boo! @user I'm so unbelievably proud of you!! I…
",4
"The energy here is so crazy! Staying till Monday now! Lol the guy in the background tho! @user
",0
"How adorable is our missneteenusa She makes all #Nebraskans #SpringboardLOVE…
",4
"happy 2 years @ Lincoln Financial Field
",4
"Pt. 2 Digital Cowboy live at Bonnamu 2016@scottkrawczyk @user : carsonfletch @user
",2
"Will you share my story &amp; donate to my cause? ️ @ Chicago, Illinois
",4
"I enjoy her some of the time @ Le Mars High School
",4
"#Sushi #Lunch Special from sushi_kara in #LongBeach: 5-piece #Nigiri w/ Surprise Roll .…
",3
"Back here again! LOVE this place! #ChurrascariaBrazeiro #BrazilianGrillAndRodizio @ Brazeiro…
",0
"So this is how I usually take my photos with the Note 4's wide angle internal camera (that's…
",1
"My chick bad #ztaformal2k16 @ Wofford College
",0
"#summergirl #foty @user @ The Independent
",0
"Dec going to be @user @user @user richforever @user @user @user
",3
"""I get high for a livin, gotta ride for a livin"" Good Times(I Get High) - Styles P : #Samsung…
",2
"You have loved me so well Eva! You deserve the happiest of birthdays miss you so so much!!! @user
",4
"When you wake up and discover this on your phone. #happysaturday #goodfriends #goodlife…
",0
"No one else I'd rather experience this week with. ️ @ Ocoee Retreat Center
",4
"Because one Fritz picture isn't enough ️ @ Town of Parker, Colorado
",4
"Time to turn up again @ Fort Lauderdale Beach
",4
"we in this bitch
",3
"Another workout done! My chest on fire @ ATC Fitness
",3
"Fresh coat of paint and a blowout cuz I get to go see my friend @ Lolhouse
",0
"#TheToniThorneShow ....thanks for the special shoutout ""Donald""! def using it next season! @user
",1
"Big bro dd1710_ feeling himself on that #hoverboard. Not too bad old head #og #love…
",1
"Great Weekend @ Cumberland Falls
",4
"THAT BANK!!!! #Daytona #PorscheRulez #PCA @ Daytona International Speedway
",0
"Love my Marie! Enjoying quality time in Vegas learning more about the nutrition we ️.…
",4
"Such a beautiful sight to see @ Casselberry, Florida
",0
"When u jamming in your car at 8am because your super excited for your Zumba charity event …
",1
"The Feast that nourishes and sustains: great Thanksgiving joy @ St.…
",4
"Showtime again #this Sunday #boss Sunday's #sinon7Club #toronto #Standup #tha6ix #tdot…
",3
"Off the shoulder everything Marina Top online &amp; InStore!!! #laurasboutique @ Laura's Boutique
",0
"Coffee shops are magical places---- : karley_beth @ Daily Projects
",2
"Family love#patriots #patsnation #tailgating #sundayfunday @ CBS SCENE Restaurant &amp; Bar
",4
"#ToGo @ The Boiling Crab
",4
"Let the family reunion weekend fun begin....#BodyFamily ️ @user
",4
"My man @user killing shit last night @ Indiana University
",3
"Even on a gray day, San Francisco has my ️. @ San Francisco, California
",4
"My Black Friday order of happysocks arrived today! In love ... #francisinteriors…
",0
"Can't believe this guy is almost 14 months. He gets more and more cute every day love his…
",0
"Girl's Night! #Seattle ️ @ Umi Sake House
",4
"Had fun with my in Seaside (excuse the lackluster editing. I'm forced to use iMovie) @ Seaside…
",2
"Ready for Troug's rehearsal dinner :3 @ AC Hotels by Marriott…
",4
"We love Nature, but love the furry creatures that live in it SOOO MUCH! Thank you :…
",2
"Classic! Look at their faces Always a great time with littlemagilla @ Silverlake
",1
"We ain't ever getting older @user veldmusicfestival #veld2016 @ Downsview Park
",0
"#wheeliewednesday (early #throwbackthursday) from No Mercy 5 under the lights. courtesy of…
",2
"When the behind the scenes is flawless Had so much fun on this amazing shoot Hair by…
",3
"Yummy breakfast ️ @ Greater Rochester International Airport (ROC)
",4
"Bruno rules! #Bruno #moda #portland #24kmagicworldtour @ Moda Center at the Rose Quarter
",3
"My baby boy and his girlfriend ️ #thenewlywades @ The Royalton at…
",4
"Kansas City doggies!!! Start preparing your routines! This event is loaded with free stuff,…
",0
"#pappadeauxforthewin ️ @ Pappadeaux Seafood Kitchen
",4
"from @user #ClintEastwood stream everywhere now #NewRules #fusez #ROM2…
",3
"Today's sunset #beautiful #peace #smile #happy #love #lagunabeach #sky #pink #kids #relax…
",4
"Absolutely love this one. #thesetwo #USL #shitshowcrew @ Towson…
",4
"Clifford's home .//#tinydoorsatl #rowdykinsbartholomew @ Atlanta BeltLine
",4
"Today's fun cut and color on my beautiful friend Tiffany! #HairByLycia #AltSalon…
",0
"#Repost trykjthebeautiful ・・・So #bae #knocked out with my #nephew What can I say -…
",4
"It's always better when we're together @ Tre 173 Ludlow
",4
"These two! #delmarca #anthonyfrank #obrienfrank #myloves #dogsofinstagram #dogsofcalifornia…
",4
"New Vlog up on #ChiefObiVlogs This one is about how I made it to Jidenna's ""The Let Out"" ft…
",3
"Thanks to my best friend for helping me move in. Love you always @ Fanshawe College Residence
",4
"Merry Christmas! ️ @ Dear Santa, Define Good
",4
"""Hair nappy but I'm happy...."" #FinishThatLine @ Downtown Los Angeles
",1
"I love you, Baltimore ️ @ Ottobar
",4
"• 2017 Bonnie and Clyde ️ •• Legacy • ---------------#hollywood #hollywoodblvd…
",4
"️ @ Greektown, Detroit
",4
"Words to live by. Thank you,Timehop, for this wonderful memory! @ Washington, District of…
",4
"Young Rory in the cut. : @user @ Bushwick Country Club
",2
"So much love for @user and her combos favorite part of the week is taking her class and…
",4
"Firing up the grill for dinner (@ Merrick preserve in Margate, FL)
",3
"Everybody meet Ruby! @ Auburn, Michigan
",4
"Bday love from my Crystal. ️ @ Bay View, Milwaukee
",4
"Love this!!!!! Thank you Jen Kuns!!! #LBs419…
",0
"️ Jen and I! #nau #lakehavasucity #springbreak @ Nautical Resort,…
",4
"I uni! kazuo1or8 serves me Maine, Alaskan, Hokaido and 58 days aged uni. The only reason why…
",4
"@ Waffle House
",1
"I get to order from this now. #dennysbreakfast #ontheroad #VeniceFLbound #ylrally2017…
",1
"Another day at the office. :@jonathanhkemp @ Birmingham, Alabama
",2
"#georgia #blueridge #snowscape #landscape #winter @ Blue Ridge, Georgia
",0
"i need my life back @ Lower East Side
",3
